transaction_id,customer_id,product_id,category,quantity,price,total_spent,timestamp
T004713,C00984,P00133,Bakery,4,179.39,717.56,2024-09-01T10:42:01
T004714,C00191,P00425,Vegetables,7,156.2,1093.4,2024-10-14T19:51:27
T004715,C00107,P00301,Vegetables,6,79.24,475.44,2024-06-14T13:02:32
T004716,C00610,P00311,Dairy,10,134.36,1343.6,2024-03-27T04:17:14
T004717,C00964,P00096,Bakery,6,85.9,515.4,2024-04-07T00:43:36
T004718,C00304,P00425,Beverages,7,156.2,1093.4,2024-06-05T20:19:18
T004719,C00862,P00403,Bakery,9,10.09,90.81,2024-03-15T21:38:51
T004720,C00680,P00124,Beverages,10,94.08,940.8,2024-03-11T18:03:30
T004721,C00214,P00141,Snacks,7,153.06,1071.42,2024-08-10T15:23:50
T004722,C00560,P00345,Beverages,4,67.56,270.24,2024-03-10T22:09:41
T004723,C00386,P00162,Snacks,4,169.04,676.16,2024-05-29T14:03:31
T004724,C00151,P00453,Beverages,5,171.15,855.75,2024-01-22T20:23:16
T004725,C00139,P00025,Vegetables,6,175.74,1054.44,2024-04-20T03:53:29
T004726,C00962,P00107,Beverages,7,10.82,75.74,2024-08-14T07:25:34
T004727,C00830,P00122,Snacks,8,45.02,360.16,2024-03-06T13:19:16
T004728,C00576,P00100,Snacks,9,54.72,492.48,2024-02-06T22:16:43
T004729,C00291,P00482,Beverages,7,121.2,848.4,2024-08-24T10:20:21
T004730,C00494,P00349,Fruits,4,52.62,210.48,2024-02-29T19:43:52
T004731,C00933,P00240,Bakery,7,173.34,1213.38,2024-05-11T20:34:36
T004732,C00755,P00157,Beverages,9,145.87,1312.83,2024-08-16T05:04:54
T004733,C00694,P00427,Vegetables,7,86.59,606.13,2024-01-25T22:30:25
T004734,C00343,P00054,Fruits,6,5.59,33.54,2024-06-07T07:23:42
T004735,C00307,P00360,Fruits,2,11.05,22.1,2024-09-27T14:35:40
T004736,C00366,P00496,Fruits,9,190.21,1711.89,2024-11-12T11:54:13
T004737,C00540,P00228,Vegetables,6,108.21,649.26,2024-01-29T02:18:23
T004738,C00384,P00383,Bakery,3,179.48,538.44,2024-07-28T09:40:58
T004739,C00847,P00363,Beverages,2,140.94,281.88,2024-02-29T18:15:33
T004740,C00081,P00313,Bakery,8,30.43,243.44,2024-09-13T11:42:07
T004741,C00041,P00232,Bakery,9,67.4,606.6,2024-10-05T03:32:13
T004742,C00960,P00036,Beverages,3,78.16,234.48,2024-11-10T11:40:59
T004743,C00902,P00466,Dairy,7,153.71,1075.97,2024-03-03T03:05:40
T004744,C00561,P00102,Fruits,2,103.08,206.16,2024-02-23T16:06:10
T004745,C00663,P00443,Fruits,2,25.91,51.82,2024-07-14T02:21:57
T004746,C00802,P00225,Fruits,8,139.3,1114.4,2024-09-24T04:47:14
T004747,C00354,P00311,Fruits,6,134.36,806.16,2024-06-17T21:06:05
T004748,C00298,P00388,Beverages,7,66.61,466.27,2024-08-05T22:33:41
T004749,C00971,P00421,Snacks,5,81.73,408.65,2024-02-10T03:53:15
T004750,C00610,P00182,Beverages,9,171.41,1542.69,2024-08-26T06:01:34
T004751,C00253,P00447,Vegetables,10,178.62,1786.2,2024-01-26T10:28:18
T004752,C00061,P00038,Snacks,3,11.92,35.76,2024-03-11T18:02:48
T004753,C00111,P00224,Fruits,9,127.99,1151.91,2024-10-04T22:13:22
T004754,C00076,P00342,Dairy,3,192.9,578.7,2024-06-07T19:01:40
T004755,C00869,P00098,Dairy,3,194.17,582.51,2024-09-09T07:04:34
T004756,C00529,P00070,Dairy,6,154.09,924.54,2024-11-10T07:03:59
T004757,C00422,P00141,Vegetables,1,153.06,153.06,2024-08-09T07:17:58
T004758,C00011,P00084,Vegetables,1,196.89,196.89,2024-08-24T03:22:22
T004759,C00582,P00497,Bakery,4,73.49,293.96,2024-06-19T03:53:16
T004760,C00879,P00262,Bakery,8,136.28,1090.24,2024-08-18T03:05:20
T004761,C00612,P00021,Snacks,4,87.12,348.48,2024-10-25T10:58:52
T004762,C00377,P00463,Dairy,10,85.36,853.6,2024-05-20T23:03:12
T004763,C00237,P00271,Bakery,9,119.35,1074.15,2024-11-01T23:21:05
T004764,C00457,P00466,Vegetables,9,153.71,1383.39,2024-05-24T22:38:26
T004765,C00872,P00167,Snacks,5,46.71,233.55,2024-08-21T23:32:40
T004766,C00894,P00441,Dairy,8,77.79,622.32,2024-08-05T21:43:49
T004767,C00261,P00457,Vegetables,4,100.89,403.56,2024-02-23T11:36:17
T004768,C00813,P00292,Bakery,8,198.72,1589.76,2024-05-15T09:02:54
T004769,C00956,P00447,Snacks,9,178.62,1607.58,2024-10-14T14:30:29
T004770,C00475,P00107,Fruits,10,10.82,108.2,2024-05-03T11:21:41
T004771,C00570,P00038,Vegetables,9,11.92,107.28,2024-06-26T05:57:02
T004772,C00596,P00485,Bakery,7,32.02,224.14,2024-04-20T06:36:35
T004773,C00931,P00047,Snacks,7,136.63,956.41,2024-10-04T20:24:22
T004774,C00455,P00425,Fruits,9,156.2,1405.8,2024-03-03T05:12:01
T004775,C00541,P00180,Fruits,4,160.1,640.4,2024-03-17T10:22:03
T004776,C00682,P00488,Fruits,10,118.23,1182.3,2024-03-22T09:04:46
T004777,C00995,P00442,Dairy,8,53.02,424.16,2024-03-04T11:46:59
T004778,C00355,P00378,Dairy,1,72.49,72.49,2024-06-27T14:11:32
T004779,C00255,P00299,Fruits,5,147.31,736.55,2024-04-11T14:23:46
T004780,C00968,P00271,Beverages,2,119.35,238.7,2024-01-26T06:50:08
T004781,C00128,P00286,Vegetables,8,35.88,287.04,2024-02-04T19:50:49
T004782,C00836,P00072,Snacks,1,92.03,92.03,2024-03-04T04:40:10
T004783,C00406,P00290,Beverages,9,123.26,1109.34,2024-10-11T09:59:26
T004784,C00295,P00110,Snacks,1,155.42,155.42,2024-09-18T00:01:29
T004785,C00303,P00088,Bakery,8,131.65,1053.2,2024-01-14T06:40:02
T004786,C00825,P00190,Beverages,4,35.76,143.04,2024-09-09T00:25:57
T004787,C00309,P00418,Dairy,4,67.27,269.08,2024-06-04T23:42:59
T004788,C00124,P00152,Dairy,2,55.17,110.34,2024-01-10T02:54:52
T004789,C00349,P00408,Vegetables,3,117.56,352.68,2024-05-21T16:12:52
T004790,C00921,P00241,Fruits,1,30.7,30.7,2024-09-29T03:50:11
T004791,C00886,P00104,Snacks,9,194.49,1750.41,2024-08-27T18:06:41
T004792,C00655,P00061,Beverages,9,152.43,1371.87,2024-08-25T03:43:21
T004793,C00897,P00093,Bakery,9,72.45,652.05,2024-02-21T07:19:37
T004794,C00456,P00238,Dairy,7,190.16,1331.12,2024-11-13T12:59:22
T004795,C00286,P00064,Dairy,5,176.04,880.2,2024-10-31T18:05:33
T004796,C00872,P00474,Beverages,2,31.94,63.88,2024-07-22T02:07:22
T004797,C00402,P00295,Dairy,6,116.01,696.06,2024-11-09T06:34:30
T004798,C00825,P00321,Beverages,10,126.68,1266.8,2024-06-24T03:23:44
T004799,C00704,P00078,Snacks,4,119.01,476.04,2024-01-22T04:10:07
T004800,C00996,P00302,Fruits,3,125.9,377.7,2024-08-02T12:36:06
T004801,C00015,P00279,Snacks,2,158.27,316.54,2024-08-03T18:25:30
T004802,C00805,P00382,Fruits,6,146.07,876.42,2024-09-21T15:31:31
T004803,C00018,P00204,Dairy,6,134.01,804.06,2024-04-21T05:15:53
T004804,C00123,P00168,Fruits,8,21.65,173.2,2024-05-26T03:42:06
T004805,C00773,P00233,Fruits,8,145.92,1167.36,2024-10-19T06:15:49
T004806,C00108,P00348,Fruits,4,127.5,510.0,2024-02-08T16:09:53
T004807,C00246,P00259,Dairy,4,107.88,431.52,2024-02-10T13:48:15
T004808,C00831,P00334,Dairy,9,159.16,1432.44,2024-03-10T22:56:52
T004809,C00565,P00328,Fruits,8,175.79,1406.32,2024-07-06T10:15:10
T004810,C00804,P00067,Snacks,3,40.68,122.04,2024-09-23T16:30:49
T004811,C00804,P00310,Bakery,10,73.87,738.7,2024-04-10T00:28:39
T004812,C00779,P00500,Beverages,8,55.71,445.68,2024-09-03T14:33:07
T004813,C00399,P00150,Beverages,10,36.14,361.4,2024-06-03T22:32:52
T004814,C00240,P00496,Fruits,6,190.21,1141.26,2024-02-23T12:08:48
T004815,C00858,P00296,Beverages,1,168.3,168.3,2024-02-02T02:25:35
T004816,C00050,P00413,Bakery,8,173.13,1385.04,2024-07-24T18:44:22
T004817,C00703,P00487,Fruits,4,132.53,530.12,2024-02-08T23:08:58
T004818,C00705,P00413,Fruits,5,173.13,865.65,2024-04-14T06:40:56
T004819,C00102,P00147,Bakery,3,101.19,303.57,2024-05-14T05:34:27
T004820,C00696,P00436,Fruits,3,75.4,226.2,2024-04-09T12:50:28
T004821,C00286,P00110,Fruits,10,155.42,1554.2,2024-09-10T10:10:01
T004822,C00045,P00311,Beverages,9,134.36,1209.24,2024-05-28T11:09:10
T004823,C00385,P00185,Snacks,8,16.68,133.44,2024-02-22T20:12:56
T004824,C00446,P00305,Beverages,3,41.9,125.7,2024-04-09T01:51:39
T004825,C00842,P00174,Dairy,10,66.17,661.7,2024-01-22T04:39:14
T004826,C00019,P00272,Dairy,3,134.35,403.05,2024-09-01T12:10:10
T004827,C00917,P00440,Beverages,3,149.87,449.61,2024-06-13T02:36:44
T004828,C00447,P00133,Snacks,4,179.39,717.56,2024-07-10T00:57:10
T004829,C00509,P00357,Bakery,1,108.15,108.15,2024-04-08T09:20:39
T004830,C00173,P00070,Dairy,2,154.09,308.18,2024-09-12T05:21:42
T004831,C00517,P00327,Dairy,1,122.87,122.87,2024-06-10T21:29:26
T004832,C00442,P00368,Snacks,9,117.47,1057.23,2024-05-16T20:13:47
T004833,C00311,P00438,Fruits,7,119.57,836.99,2024-09-12T04:21:55
T004834,C00437,P00181,Dairy,2,17.55,35.1,2024-08-06T14:39:04
T004835,C00189,P00333,Snacks,7,172.84,1209.88,2024-05-27T08:06:09
T004836,C00724,P00151,Vegetables,4,198.87,795.48,2024-05-25T09:36:20
T004837,C00010,P00174,Dairy,10,66.17,661.7,2024-06-30T19:09:48
T004838,C00301,P00256,Bakery,2,29.92,59.84,2024-02-18T23:47:48
T004839,C00941,P00461,Snacks,9,104.4,939.6,2024-10-18T22:48:22
T004840,C00756,P00196,Vegetables,8,59.17,473.36,2024-01-18T18:28:42
T004841,C00175,P00033,Dairy,4,176.01,704.04,2024-02-16T16:23:22
T004842,C00722,P00486,Bakery,10,79.73,797.3,2024-03-30T17:15:06
T004843,C00354,P00059,Fruits,9,72.3,650.7,2024-05-23T00:09:23
T004844,C00716,P00272,Bakery,5,134.35,671.75,2024-08-28T09:05:09
T004845,C00995,P00002,Vegetables,9,41.12,370.08,2024-06-14T18:08:58
T004846,C00384,P00038,Snacks,1,11.92,11.92,2024-03-31T19:22:02
T004847,C00853,P00272,Snacks,4,134.35,537.4,2024-02-10T11:33:01
T004848,C00562,P00167,Bakery,7,46.71,326.97,2024-04-06T13:26:22
T004849,C00559,P00040,Snacks,3,178.43,535.29,2024-04-05T07:19:48
T004850,C00246,P00223,Fruits,8,167.98,1343.84,2024-05-02T03:15:31
T004851,C00792,P00228,Dairy,4,108.21,432.84,2024-03-23T05:44:07
T004852,C00291,P00364,Snacks,3,198.19,594.57,2024-01-02T23:43:32
T004853,C00505,P00242,Dairy,9,197.08,1773.72,2024-10-17T19:57:28
T004854,C00040,P00099,Snacks,7,155.08,1085.56,2024-01-18T06:48:29
T004855,C00820,P00072,Snacks,10,92.03,920.3,2024-08-30T11:43:58
T004856,C00011,P00006,Vegetables,10,114.36,1143.6,2024-09-30T03:01:00
T004857,C00325,P00257,Vegetables,3,184.09,552.27,2024-03-04T11:34:27
T004858,C00100,P00425,Snacks,9,156.2,1405.8,2024-02-07T14:52:30
T004859,C00142,P00018,Beverages,7,52.74,369.18,2024-03-31T10:38:47
T004860,C00560,P00261,Fruits,10,141.67,1416.7,2024-02-18T05:00:32
T004861,C00338,P00208,Vegetables,6,80.43,482.58,2024-03-02T14:39:49
T004862,C00268,P00217,Bakery,8,127.68,1021.44,2024-03-11T20:19:10
T004863,C00586,P00494,Bakery,8,59.87,478.96,2024-08-11T17:09:49
T004864,C00400,P00384,Vegetables,2,33.38,66.76,2024-08-22T17:06:51
T004865,C00176,P00257,Dairy,1,184.09,184.09,2024-08-03T15:20:40
T004866,C00248,P00034,Vegetables,8,178.68,1429.44,2024-09-26T08:33:56
T004867,C00633,P00006,Beverages,7,114.36,800.52,2024-04-09T23:45:45
T004868,C00718,P00233,Vegetables,1,145.92,145.92,2024-05-19T12:50:28
T004869,C01000,P00475,Snacks,4,190.29,761.16,2024-04-27T13:54:32
T004870,C00564,P00421,Beverages,6,81.73,490.38,2024-02-04T20:25:42
T004871,C00797,P00357,Beverages,3,108.15,324.45,2024-06-25T01:11:41
T004872,C00565,P00363,Snacks,5,140.94,704.7,2024-06-23T04:08:23
T004873,C00923,P00231,Bakery,4,7.27,29.08,2024-04-15T18:41:24
T004874,C00504,P00324,Bakery,6,30.85,185.1,2024-07-19T12:31:39
T004875,C00124,P00468,Vegetables,7,58.83,411.81,2024-11-09T17:32:18
T004876,C00168,P00212,Bakery,9,130.87,1177.83,2024-01-27T12:03:24
T004877,C00197,P00189,Dairy,7,51.07,357.49,2024-04-23T20:47:06
T004878,C00245,P00361,Bakery,7,139.69,977.83,2024-11-08T19:06:05
T004879,C00362,P00288,Snacks,9,6.0,54.0,2024-01-13T09:04:38
T004880,C00275,P00482,Fruits,1,121.2,121.2,2024-05-05T02:01:18
T004881,C00025,P00037,Snacks,1,69.87,69.87,2024-01-08T22:22:01
T004882,C00417,P00201,Fruits,3,143.05,429.15,2024-04-18T11:43:12
T004883,C00641,P00163,Vegetables,4,165.03,660.12,2024-11-05T07:21:25
T004884,C00713,P00398,Beverages,9,131.6,1184.4,2024-07-04T00:13:19
T004885,C00031,P00426,Fruits,4,92.94,371.76,2024-06-23T17:27:55
T004886,C00687,P00321,Beverages,6,126.68,760.08,2024-05-13T17:43:37
T004887,C00515,P00007,Dairy,10,41.91,419.1,2024-01-23T18:53:27
T004888,C00070,P00255,Beverages,5,20.34,101.7,2024-06-02T00:35:07
T004889,C00050,P00292,Bakery,4,198.72,794.88,2024-05-25T23:46:32
T004890,C00072,P00257,Bakery,9,184.09,1656.81,2024-07-27T14:03:12
T004891,C00440,P00161,Fruits,7,148.09,1036.63,2024-05-24T18:40:43
T004892,C00130,P00405,Beverages,1,122.56,122.56,2024-03-27T00:37:11
T004893,C00818,P00255,Beverages,2,20.34,40.68,2024-10-19T21:51:19
T004894,C00400,P00444,Vegetables,10,57.95,579.5,2024-06-17T18:37:30
T004895,C00582,P00478,Bakery,5,47.76,238.8,2024-01-25T23:53:47
T004896,C00034,P00276,Snacks,1,111.05,111.05,2024-08-28T01:26:56
T004897,C00314,P00013,Snacks,10,29.32,293.2,2024-08-04T16:34:04
T004898,C00173,P00309,Fruits,2,30.51,61.02,2024-09-20T23:52:08
T004899,C00484,P00200,Dairy,10,161.45,1614.5,2024-03-14T04:04:35
T004900,C00670,P00047,Bakery,8,136.63,1093.04,2024-08-26T13:15:08
T004901,C00923,P00331,Snacks,1,148.77,148.77,2024-08-28T14:14:59
T004902,C00886,P00426,Dairy,2,92.94,185.88,2024-07-10T15:47:07
T004903,C00488,P00466,Beverages,9,153.71,1383.39,2024-01-31T06:37:33
T004904,C00172,P00410,Snacks,3,24.23,72.69,2024-01-23T11:26:01
T004905,C00801,P00473,Bakery,10,117.07,1170.7,2024-10-26T22:44:33
T004906,C00956,P00500,Snacks,2,55.71,111.42,2024-04-18T03:37:52
T004907,C00219,P00078,Snacks,10,119.01,1190.1,2024-10-15T01:44:50
T004908,C00518,P00270,Dairy,4,156.27,625.08,2024-02-09T12:15:38
T004909,C00575,P00481,Fruits,4,50.55,202.2,2024-05-21T23:02:13
T004910,C00801,P00011,Bakery,10,50.17,501.7,2024-11-07T01:06:39
T004911,C00924,P00058,Vegetables,5,153.25,766.25,2024-07-06T13:27:44
T004912,C00198,P00046,Snacks,2,32.83,65.66,2024-01-03T19:34:05
T004913,C00876,P00157,Vegetables,4,145.87,583.48,2024-03-31T13:39:12
T004914,C00935,P00483,Dairy,5,104.46,522.3,2024-11-11T02:56:11
T004915,C00002,P00045,Bakery,8,131.79,1054.32,2024-09-22T16:33:09
T004916,C00546,P00077,Fruits,9,75.38,678.42,2024-07-17T15:47:11
T004917,C00219,P00114,Dairy,8,191.09,1528.72,2024-08-14T01:46:08
T004918,C00748,P00078,Dairy,7,119.01,833.07,2024-09-29T00:18:38
T004919,C00943,P00012,Bakery,5,114.69,573.45,2024-09-23T06:57:28
T004920,C00920,P00065,Dairy,1,87.28,87.28,2024-06-12T07:00:11
T004921,C00246,P00140,Beverages,10,147.69,1476.9,2024-02-18T10:25:17
T004922,C00691,P00018,Bakery,10,52.74,527.4,2024-05-07T00:37:28
T004923,C00685,P00263,Bakery,3,121.24,363.72,2024-08-17T07:33:06
T004924,C00480,P00118,Vegetables,3,197.14,591.42,2024-04-24T03:09:29
T004925,C00990,P00323,Snacks,9,170.44,1533.96,2024-10-12T12:09:53
T004926,C00255,P00486,Beverages,5,79.73,398.65,2024-01-02T17:42:15
T004927,C00740,P00160,Beverages,8,147.54,1180.32,2024-02-01T14:50:06
T004928,C00936,P00285,Bakery,3,83.44,250.32,2024-02-05T14:26:02
T004929,C00996,P00483,Vegetables,8,104.46,835.68,2024-04-02T04:19:26
T004930,C00961,P00359,Beverages,10,115.17,1151.7,2024-01-30T04:26:02
T004931,C00529,P00345,Snacks,2,67.56,135.12,2024-06-12T20:20:48
T004932,C00978,P00224,Vegetables,4,127.99,511.96,2024-02-03T21:05:56
T004933,C00699,P00357,Beverages,10,108.15,1081.5,2024-05-30T06:22:38
T004934,C00635,P00240,Fruits,9,173.34,1560.06,2024-11-09T21:48:52
T004935,C00893,P00402,Vegetables,5,155.47,777.35,2024-03-31T23:09:13
T004936,C00981,P00430,Dairy,8,104.0,832.0,2024-10-17T19:56:41
T004937,C00084,P00032,Dairy,6,178.01,1068.06,2024-10-25T15:26:49
T004938,C00470,P00316,Dairy,2,131.14,262.28,2024-08-13T18:09:57
T004939,C00935,P00024,Vegetables,4,124.84,499.36,2024-03-22T19:08:49
T004940,C00590,P00461,Beverages,1,104.4,104.4,2024-02-03T20:20:39
T004941,C00549,P00009,Dairy,3,115.08,345.24,2024-09-11T16:03:18
T004942,C00109,P00494,Dairy,6,59.87,359.22,2024-05-18T19:52:10
T004943,C00506,P00469,Bakery,5,75.31,376.55,2024-04-20T06:04:45
T004944,C00321,P00214,Beverages,10,61.37,613.7,2024-10-18T02:22:18
T004945,C00669,P00257,Snacks,6,184.09,1104.54,2024-04-21T06:47:45
T004946,C00304,P00416,Fruits,8,57.72,461.76,2024-08-28T03:05:33
T004947,C00431,P00446,Beverages,6,114.5,687.0,2024-08-27T02:13:48
T004948,C00672,P00218,Snacks,3,186.21,558.63,2024-05-08T11:36:31
T004949,C00487,P00211,Beverages,2,50.21,100.42,2024-06-04T18:01:34
T004950,C00624,P00238,Bakery,6,190.16,1140.96,2024-04-12T19:02:34
T004951,C00526,P00195,Snacks,8,40.52,324.16,2024-09-30T10:18:46
T004952,C00744,P00280,Snacks,7,96.95,678.65,2024-04-28T01:03:10
T004953,C00095,P00251,Fruits,6,107.26,643.56,2024-06-22T16:59:18
T004954,C00959,P00271,Dairy,2,119.35,238.7,2024-09-24T07:43:58
T004955,C00313,P00423,Snacks,5,154.01,770.05,2024-04-14T17:54:14
T004956,C00224,P00494,Beverages,4,59.87,239.48,2024-09-19T02:08:41
T004957,C00807,P00247,Vegetables,5,52.28,261.4,2024-11-05T05:13:55
T004958,C00920,P00402,Fruits,8,155.47,1243.76,2024-04-09T11:45:56
T004959,C00841,P00158,Vegetables,2,85.87,171.74,2024-05-17T04:01:59
T004960,C00933,P00377,Fruits,10,113.38,1133.8,2024-09-03T07:36:26
T004961,C00233,P00131,Fruits,8,99.04,792.32,2024-06-22T18:02:11
T004962,C00266,P00452,Vegetables,4,58.58,234.32,2024-03-27T04:55:22
T004963,C00676,P00449,Beverages,6,148.37,890.22,2024-07-10T17:37:19
T004964,C00287,P00078,Vegetables,9,119.01,1071.09,2024-04-09T09:08:44
T004965,C00097,P00386,Dairy,2,37.39,74.78,2024-07-08T01:57:34
T004966,C00987,P00221,Vegetables,2,37.56,75.12,2024-10-07T03:04:08
T004967,C00689,P00111,Vegetables,2,48.7,97.4,2024-09-23T11:28:55
T004968,C00107,P00343,Fruits,8,188.05,1504.4,2024-07-11T13:31:51
T004969,C00780,P00367,Beverages,9,177.44,1596.96,2024-02-29T00:32:36
T004970,C00625,P00369,Beverages,1,119.85,119.85,2024-10-11T20:18:13
T004971,C00513,P00184,Beverages,5,173.07,865.35,2024-10-13T14:23:55
T004972,C00375,P00307,Beverages,4,126.29,505.16,2024-02-26T02:37:21
T004973,C00910,P00179,Vegetables,10,58.02,580.2,2024-04-26T05:55:37
T004974,C00539,P00472,Beverages,6,90.2,541.2,2024-07-16T04:52:58
T004975,C00823,P00500,Vegetables,4,55.71,222.84,2024-10-16T21:32:18
T004976,C00122,P00387,Bakery,10,7.09,70.9,2024-09-16T22:23:17
T004977,C00400,P00345,Dairy,8,67.56,540.48,2024-01-07T14:15:23
T004978,C00650,P00171,Fruits,8,128.94,1031.52,2024-08-03T06:58:44
T004979,C00832,P00374,Bakery,3,149.18,447.54,2024-02-18T12:45:11
T004980,C00067,P00300,Vegetables,6,31.7,190.2,2024-02-12T16:43:15
T004981,C00531,P00421,Dairy,6,81.73,490.38,2024-02-19T05:06:32
T004982,C00104,P00339,Bakery,3,27.22,81.66,2024-05-07T21:22:28
T004983,C00623,P00112,Fruits,4,140.74,562.96,2024-05-07T15:19:23
T004984,C00619,P00453,Bakery,7,171.15,1198.05,2024-06-25T07:35:33
T004985,C00552,P00118,Bakery,9,197.14,1774.26,2024-03-19T11:22:27
T004986,C00901,P00041,Fruits,4,78.13,312.52,2024-03-24T16:00:56
T004987,C00071,P00356,Dairy,1,63.02,63.02,2024-07-11T11:53:01
T004988,C00892,P00161,Vegetables,2,148.09,296.18,2024-09-12T03:36:57
T004989,C00127,P00282,Bakery,4,113.19,452.76,2024-09-20T15:44:53
T004990,C00972,P00355,Bakery,3,129.54,388.62,2024-03-29T22:02:00
T004991,C00765,P00125,Dairy,2,96.81,193.62,2024-10-10T15:52:47
T004992,C00811,P00476,Beverages,10,118.71,1187.1,2024-07-12T12:49:18
T004993,C00419,P00211,Vegetables,1,50.21,50.21,2024-09-12T14:43:20
T004994,C00297,P00057,Snacks,8,17.94,143.52,2024-08-24T22:52:27
T004995,C00334,P00482,Beverages,1,121.2,121.2,2024-01-11T07:40:03
T004996,C00680,P00368,Snacks,5,117.47,587.35,2024-06-26T12:02:58
T004997,C00504,P00480,Snacks,5,89.44,447.2,2024-10-10T03:32:19
T004998,C00629,P00096,Beverages,9,85.9,773.1,2024-02-21T04:18:51
T004999,C00400,P00136,Dairy,1,8.68,8.68,2024-06-11T00:32:55
T005000,C00342,P00209,Dairy,9,180.76,1626.84,2024-10-30T04:58:32
T005001,C00927,P00399,Beverages,10,199.41,1994.1,2024-08-13T05:42:05
T005002,C00781,P00320,Fruits,10,140.78,1407.8,2024-07-22T10:38:34
T005003,C00841,P00494,Vegetables,3,59.87,179.61,2024-03-30T17:57:33
T005004,C00150,P00490,Snacks,9,50.05,450.45,2024-11-04T18:02:35
T005005,C00136,P00461,Dairy,3,104.4,313.2,2024-08-15T10:38:40
T005006,C00915,P00069,Beverages,10,96.29,962.9,2024-08-28T13:38:02
T005007,C00274,P00183,Dairy,2,87.46,174.92,2024-10-01T04:37:16
T005008,C00693,P00315,Fruits,6,169.7,1018.2,2024-05-16T19:54:25
T005009,C00444,P00470,Bakery,10,150.98,1509.8,2024-02-02T13:10:56
T005010,C00246,P00004,Vegetables,8,29.21,233.68,2024-07-26T03:44:32
T005011,C00364,P00318,Bakery,5,197.0,985.0,2024-02-10T18:42:43
T005012,C00172,P00258,Snacks,9,143.89,1295.01,2024-05-18T10:29:03
T005013,C00452,P00427,Bakery,3,86.59,259.77,2024-11-05T22:10:31
T005014,C00614,P00478,Beverages,5,47.76,238.8,2024-04-06T03:07:27
T005015,C00597,P00157,Fruits,9,145.87,1312.83,2024-03-09T09:37:53
T005016,C00420,P00434,Vegetables,3,194.8,584.4,2024-01-10T16:00:45
T005017,C00981,P00055,Vegetables,5,17.68,88.4,2024-06-05T20:33:58
T005018,C00756,P00474,Bakery,4,31.94,127.76,2024-10-17T15:46:38
T005019,C00111,P00111,Dairy,10,48.7,487.0,2024-03-22T04:59:21
T005020,C00331,P00039,Bakery,2,182.06,364.12,2024-04-09T05:48:05
T005021,C00409,P00056,Dairy,8,74.63,597.04,2024-08-12T11:47:22
T005022,C00769,P00138,Fruits,10,174.06,1740.6,2024-11-16T15:52:57
T005023,C00415,P00416,Vegetables,10,57.72,577.2,2024-05-27T09:27:49
T005024,C00023,P00456,Vegetables,3,168.75,506.25,2024-05-29T14:09:15
T005025,C00526,P00126,Dairy,8,76.22,609.76,2024-08-17T20:18:55
T005026,C00502,P00338,Dairy,3,154.94,464.82,2024-06-20T11:19:08
T005027,C00346,P00398,Beverages,1,131.6,131.6,2024-11-13T06:01:45
T005028,C00099,P00391,Snacks,9,173.25,1559.25,2024-01-20T00:42:06
T005029,C00757,P00451,Beverages,10,47.2,472.0,2024-08-06T00:10:19
T005030,C00859,P00072,Dairy,5,92.03,460.15,2024-02-10T22:29:59
T005031,C00018,P00374,Fruits,10,149.18,1491.8,2024-10-15T14:44:08
T005032,C00601,P00319,Bakery,7,38.39,268.73,2024-02-23T13:47:57
T005033,C00583,P00135,Dairy,4,129.49,517.96,2024-06-17T22:53:04
T005034,C00132,P00442,Vegetables,9,53.02,477.18,2024-07-13T10:47:42
T005035,C00476,P00468,Beverages,9,58.83,529.47,2024-04-14T00:08:51
T005036,C00618,P00494,Dairy,8,59.87,478.96,2024-03-06T12:12:48
T005037,C00943,P00309,Dairy,6,30.51,183.06,2024-09-09T07:15:14
T005038,C00336,P00154,Beverages,7,18.37,128.59,2024-01-31T00:19:24
T005039,C00616,P00236,Dairy,5,40.15,200.75,2024-10-23T18:25:27
T005040,C00341,P00083,Snacks,5,121.4,607.0,2024-02-09T05:47:45
T005041,C00638,P00258,Snacks,10,143.89,1438.9,2024-09-12T08:11:53
T005042,C00271,P00021,Fruits,5,87.12,435.6,2024-03-29T15:32:38
T005043,C00914,P00340,Dairy,8,75.94,607.52,2024-09-10T06:15:59
T005044,C00016,P00066,Snacks,9,130.46,1174.14,2024-06-27T01:31:27
T005045,C00796,P00425,Vegetables,10,156.2,1562.0,2024-03-30T06:29:49
T005046,C00967,P00370,Dairy,6,5.85,35.1,2024-01-27T10:56:17
T005047,C00452,P00250,Fruits,6,126.04,756.24,2024-07-11T11:37:39
T005048,C00808,P00307,Snacks,1,126.29,126.29,2024-04-11T12:23:27
T005049,C00547,P00189,Snacks,5,51.07,255.35,2024-01-05T12:03:44
T005050,C00318,P00484,Snacks,5,198.06,990.3,2024-10-06T16:52:30
T005051,C00502,P00456,Fruits,7,168.75,1181.25,2024-04-29T23:29:22
T005052,C00196,P00151,Fruits,3,198.87,596.61,2024-03-08T10:01:06
T005053,C00853,P00177,Bakery,6,43.75,262.5,2024-10-08T19:10:53
T005054,C00395,P00360,Vegetables,3,11.05,33.15,2024-03-29T17:24:31
T005055,C00508,P00064,Bakery,10,176.04,1760.4,2024-07-06T13:00:11
T005056,C00665,P00229,Dairy,1,45.04,45.04,2024-09-01T21:38:44
T005057,C00057,P00453,Dairy,2,171.15,342.3,2024-09-19T04:18:50
